Title:,Trace 1
Model:,N9320B
Serial Number:,CN0323C271
85,382608695.652174,-2.636540222e+01
86,384782608.695652,-2.703085327e+01
87,386956521.739130,-2.769278717e+01
88,389130434.782609,-2.833520889e+01
89,391304347.826087,-2.878685379e+01
90,393478260.869565,-2.884274292e+01
91,395652173.913043,-2.866579437e+01
92,397826086.956522,-2.824335098e+01
93,400000000.000000,-2.762218094e+01
94,402173913.043478,-2.688824081e+01
95,404347826.086957,-2.621006393e+01
96,406521739.130435,-2.564830780e+01
97,408695652.173913,-2.509701920e+01
98,410869565.217391,-2.452036285e+01
99,413043478.260870,-2.391400146e+01
100,415217391.304348,-2.338802719e+01
101,417391304.347826,-2.284386826e+01
102,419565217.391304,-2.219097519e+01
103,421739130.434783,-2.131678391e+01
104,423913043.478261,-2.051713562e+01
105,426086956.521739,-1.972022629e+01
106,428260869.565217,-1.885091400e+01
107,430434782.608696,-1.808707809e+01
108,432608695.652174,-1.742451668e+01
109,434782608.695652,-1.690552711e+01
110,436956521.739130,-1.655760384e+01
111,439130434.782609,-1.640764999e+01
112,441304347.826087,-1.631377602e+01
113,443478260.869565,-1.630795860e+01
114,445652173.913043,-1.634772110e+01
115,447826086.956522,-1.625195694e+01
116,450000000.000000,-1.600845146e+01
117,452173913.043478,-1.557028008e+01
118,454347826.086957,-1.500913429e+01
119,456521739.130435,-1.438287926e+01
120,458695652.173913,-1.371689224e+01
121,460869565.217391,-1.301609612e+01
122,463043478.260870,-1.240197945e+01
123,465217391.304348,-1.186953354e+01
124,467391304.347826,-1.143128204e+01
125,469565217.391304,-1.104790878e+01
126,471739130.434783,-1.081344604e+01
127,473913043.478261,-1.076639938e+01
128,476086956.521739,-1.084125710e+01
129,478260869.565217,-1.115760994e+01
130,480434782.608696,-1.176724625e+01
131,482608695.652174,-1.255905342e+01
132,484782608.695652,-1.362003708e+01
133,486956521.739130,-1.476939392e+01
134,489130434.782609,-1.587958908e+01
135,491304347.826087,-1.588151741e+01
136,493478260.869565,-1.665032196e+01
137,495652173.913043,-1.753523827e+01
138,497826086.956522,-1.821866226e+01
139,500000000.000000,-1.882160568e+01
140,502173913.043478,-1.923492050e+01
141,504347826.086957,-1.945344925e+01
142,506521739.130435,-1.942882919e+01
143,508695652.173913,-1.926853943e+01
144,510869565.217391,-1.918160629e+01
145,513043478.260870,-1.922222137e+01
146,515217391.304348,-1.941665649e+01
147,517391304.347826,-1.984768677e+01
148,519565217.391304,-2.049852371e+01
149,521739130.434783,-2.157949829e+01
150,523913043.478261,-2.278998947e+01
151,526086956.521739,-2.416043854e+01
152,528260869.565217,-2.550948715e+01
153,530434782.608696,-2.668013000e+01
154,532608695.652174,-2.770623398e+01
155,534782608.695652,-2.839107513e+01
156,536956521.739130,-2.877812195e+01
157,539130434.782609,-2.886215591e+01
158,541304347.826087,-2.897090530e+01
159,543478260.869565,-2.878799820e+01
160,545652173.913043,-2.873949051e+01
161,547826086.956522,-2.857512665e+01
162,550000000.000000,-2.820623016e+01
163,552173913.043478,-2.771350098e+01
164,554347826.086957,-2.712357712e+01
165,556521739.130435,-2.639552307e+01
166,558695652.173913,-2.553489304e+01
167,560869565.217391,-2.451450348e+01
168,563043478.260870,-2.340402603e+01
169,565217391.304348,-2.247144699e+01
170,567391304.347826,-2.170754623e+01
171,569565217.391304,-2.120536804e+01
172,571739130.434783,-2.114826965e+01
173,573913043.478261,-2.122785187e+01
174,576086956.521739,-2.166614151e+01
175,578260869.565217,-2.256025314e+01
176,580434782.608696,-2.365517426e+01
177,582608695.652174,-2.478946304e+01
178,584782608.695652,-2.583831787e+01
179,586956521.739130,-2.684587860e+01
180,589130434.782609,-2.732419586e+01
181,591304347.826087,-2.744294739e+01
182,593478260.869565,-2.704372406e+01
183,595652173.913043,-2.653451920e+01
184,597826086.956522,-2.597462463e+01
185,600000000.000000,-2.527485657e+01
186,602173913.043478,-2.464372635e+01
187,604347826.086957,-2.398425674e+01
188,606521739.130435,-2.310002136e+01
189,608695652.173913,-2.219818878e+01
190,610869565.217391,-2.127128220e+01
191,613043478.260870,-2.023598099e+01
192,615217391.304348,-1.908906555e+01
193,617391304.347826,-1.806240082e+01
194,619565217.391304,-1.708119011e+01
195,621739130.434783,-1.647167778e+01
196,623913043.478261,-1.615147972e+01
197,626086956.521739,-1.612157059e+01
198,628260869.565217,-1.623282242e+01
199,630434782.608696,-1.673902893e+01
200,632608695.652174,-1.752679253e+01
201,634782608.695652,-1.851784515e+01
202,636956521.739130,-1.949560547e+01
203,639130434.782609,-2.023573303e+01
204,641304347.826087,-2.077944946e+01
205,643478260.869565,-2.055234146e+01
206,645652173.913043,-1.995033646e+01
207,647826086.956522,-1.927721024e+01
208,650000000.000000,-1.845782089e+01
209,652173913.043478,-1.765672302e+01
210,654347826.086957,-1.709637451e+01
211,656521739.130435,-1.673039246e+01
212,658695652.173913,-1.659175491e+01
213,660869565.217391,-1.661411285e+01
214,663043478.260870,-1.695199203e+01
215,665217391.304348,-1.759662819e+01
216,667391304.347826,-1.862175751e+01
217,669565217.391304,-1.997826004e+01
218,671739130.434783,-2.152489471e+01
219,673913043.478261,-2.316132736e+01
220,676086956.521739,-2.465903091e+01
221,678260869.565217,-2.595048141e+01
222,680434782.608696,-2.691402054e+01
223,682608695.652174,-2.765514755e+01
224,684782608.695652,-2.801132584e+01
225,686956521.739130,-2.799921799e+01
226,689130434.782609,-2.787825394e+01
227,691304347.826087,-2.779038620e+01
228,693478260.869565,-2.765293884e+01
229,695652173.913043,-2.769094467e+01
230,697826086.956522,-2.770730972e+01
231,700000000.000000,-2.781898880e+01
232,702173913.043478,-2.784294128e+01
233,704347826.086957,-2.786217499e+01
234,706521739.130435,-2.795084000e+01
235,708695652.173913,-2.788239670e+01
236,710869565.217391,-2.778830719e+01
237,713043478.260870,-2.771046829e+01
238,715217391.304348,-2.769871140e+01
239,717391304.347826,-2.781949997e+01
240,719565217.391304,-2.805586243e+01
241,721739130.434783,-2.846409225e+01
242,723913043.478261,-2.907413483e+01
243,726086956.521739,-2.953609848e+01
244,728260869.565217,-3.011352158e+01
245,730434782.608696,-3.043505096e+01
246,732608695.652174,-3.051088333e+01
247,734782608.695652,-3.040237427e+01
248,736956521.739130,-3.010785675e+01
249,739130434.782609,-2.973720169e+01
250,741304347.826087,-2.921707916e+01
251,743478260.869565,-2.873709869e+01
252,745652173.913043,-2.845262527e+01
253,747826086.956522,-2.825630569e+01
254,750000000.000000,-2.801929092e+01
255,752173913.043478,-2.781223679e+01
256,754347826.086957,-2.775827408e+01
257,756521739.130435,-2.746123123e+01
258,758695652.173913,-2.713290405e+01
259,760869565.217391,-2.652288818e+01
260,763043478.260870,-2.592213821e+01
261,765217391.304348,-2.525201416e+01
262,767391304.347826,-2.445422745e+01
263,769565217.391304,-2.375199890e+01
264,771739130.434783,-2.297262955e+01
265,773913043.478261,-2.242366028e+01
266,776086956.521739,-2.199077988e+01
267,778260869.565217,-2.171463394e+01
268,780434782.608696,-2.161729431e+01
269,782608695.652174,-2.168770218e+01
270,784782608.695652,-2.186468124e+01
271,786956521.739130,-2.216933060e+01
272,789130434.782609,-2.251562500e+01
273,791304347.826087,-2.293785858e+01
274,793478260.869565,-2.323648453e+01
275,795652173.913043,-2.347564316e+01
276,797826086.956522,-2.348269653e+01
277,800000000.000000,-2.348115158e+01
278,802173913.043478,-2.325938034e+01
279,804347826.086957,-2.298452759e+01
280,806521739.130435,-2.256924438e+01
281,808695652.173913,-2.221732712e+01
282,810869565.217391,-2.174974060e+01
283,813043478.260870,-2.130031204e+01
284,815217391.304348,-2.091222000e+01
285,817391304.347826,-2.052898407e+01
286,819565217.391304,-2.018098831e+01
287,821739130.434783,-1.987678146e+01
288,823913043.478261,-1.960426331e+01
289,826086956.521739,-1.951565552e+01
290,828260869.565217,-1.955616760e+01
291,830434782.608696,-1.966770935e+01
292,832608695.652174,-1.997277451e+01
293,834782608.695652,-2.036878967e+01
294,836956521.739130,-2.095793152e+01
295,839130434.782609,-2.170334625e+01
296,841304347.826087,-2.232314682e+01
297,843478260.869565,-2.292996597e+01
298,845652173.913043,-2.359853745e+01
299,847826086.956522,-2.397655106e+01
300,850000000.000000,-2.411332321e+01
301,852173913.043478,-2.411550140e+01
302,854347826.086957,-2.405659485e+01
303,856521739.130435,-2.398068619e+01
304,858695652.173913,-2.396572876e+01
305,860869565.217391,-2.395915604e+01
306,863043478.260870,-2.410780334e+01
307,865217391.304348,-2.434425354e+01
308,867391304.347826,-2.465669632e+01
309,869565217.391304,-2.508084106e+01
310,871739130.434783,-2.569503784e+01
311,873913043.478261,-2.650212097e+01
312,876086956.521739,-2.724654388e+01
313,878260869.565217,-2.814402008e+01
314,880434782.608696,-2.891567993e+01
315,882608695.652174,-2.988225174e+01
316,884782608.695652,-3.045787430e+01
317,886956521.739130,-3.090117264e+01
318,889130434.782609,-3.120506287e+01
319,891304347.826087,-3.155339432e+01
320,893478260.869565,-3.159138489e+01
321,895652173.913043,-3.140573502e+01
322,897826086.956522,-3.126897812e+01
323,900000000.000000,-3.094154358e+01
324,902173913.043478,-3.072566605e+01
325,904347826.086957,-3.066136932e+01
326,906521739.130435,-3.041662216e+01
327,908695652.173913,-3.004131317e+01
328,910869565.217391,-2.964716339e+01
329,913043478.260870,-2.906253815e+01
330,915217391.304348,-2.855806732e+01
331,917391304.347826,-2.825308228e+01
332,919565217.391304,-2.793479538e+01
333,921739130.434783,-2.781775665e+01
334,923913043.478261,-2.779660797e+01
335,926086956.521739,-2.784074020e+01
336,928260869.565217,-2.791553879e+01
337,930434782.608696,-2.783920288e+01
338,932608695.652174,-2.783154297e+01
339,934782608.695652,-2.769971085e+01
340,936956521.739130,-2.741060257e+01
341,939130434.782609,-2.705614853e+01
342,941304347.826087,-2.658291626e+01
343,943478260.869565,-2.609257507e+01
344,945652173.913043,-2.556100464e+01
345,947826086.956522,-2.512615585e+01
346,950000000.000000,-2.466338348e+01
347,952173913.043478,-2.428622818e+01
348,954347826.086957,-2.387347031e+01
349,956521739.130435,-2.347648239e+01
350,958695652.173913,-2.310589600e+01
351,960869565.217391,-2.293572235e+01
352,963043478.260870,-2.267461014e+01
353,965217391.304348,-2.257201385e+01
354,967391304.347826,-2.243088913e+01
355,969565217.391304,-2.224398041e+01
356,971739130.434783,-2.209339142e+01
357,973913043.478261,-2.211188126e+01
358,976086956.521739,-2.213278961e+01
359,978260869.565217,-2.220200348e+01
360,980434782.608696,-2.238807678e+01
361,982608695.652174,-2.261248398e+01
362,984782608.695652,-2.286011887e+01
363,986956521.739130,-2.300400162e+01
364,989130434.782609,-2.316989899e+01
365,991304347.826087,-2.311611176e+01
366,993478260.869565,-2.310983658e+01
367,995652173.913043,-2.298017502e+01
368,997826086.956522,-2.287927246e+01
369,1000000000.000000,-2.282635117e+01
370,1002173913.043478,-2.272910690e+01
371,1004347826.086957,-2.265042114e+01
372,1006521739.130435,-2.264144135e+01
373,1008695652.173913,-2.259535599e+01
374,1010869565.217391,-2.270062256e+01
375,1013043478.260870,-2.283691788e+01
376,1015217391.304348,-2.298578262e+01
377,1017391304.347826,-2.324598694e+01
378,1019565217.391304,-2.358987427e+01
379,1021739130.434783,-2.387627411e+01
380,1023913043.478261,-2.432438660e+01
381,1026086956.521739,-2.494728470e+01
382,1028260869.565217,-2.555459976e+01
383,1030434782.608696,-2.611341476e+01
384,1032608695.652174,-2.671269608e+01
385,1034782608.695652,-2.752780914e+01
386,1036956521.739130,-2.805073547e+01
387,1039130434.782609,-2.847653580e+01
388,1041304347.826087,-2.889376450e+01
389,1043478260.869565,-2.932378387e+01
390,1045652173.913043,-2.964294815e+01
391,1047826086.956522,-2.992963028e+01
392,1050000000.000000,-3.022306824e+01
393,1052173913.043478,-3.040143585e+01
394,1054347826.086957,-3.057196045e+01
395,1056521739.130435,-3.066082382e+01
396,1058695652.173913,-3.081316757e+01
397,1060869565.217391,-3.102442932e+01
398,1063043478.260870,-3.118830490e+01
399,1065217391.304348,-3.132561493e+01
400,1067391304.347826,-3.158736420e+01
401,1069565217.391304,-3.188812637e+01
402,1071739130.434783,-3.227421570e+01
403,1073913043.478261,-3.270235443e+01
404,1076086956.521739,-3.318846512e+01
405,1078260869.565217,-3.387067413e+01
406,1080434782.608696,-3.445782471e+01
407,1082608695.652174,-3.531601715e+01
408,1084782608.695652,-3.586682892e+01
409,1086956521.739130,-3.650263977e+01
410,1089130434.782609,-3.696776962e+01
411,1091304347.826087,-3.755935287e+01
412,1093478260.869565,-3.757231903e+01
413,1095652173.913043,-3.800429916e+01
414,1097826086.956522,-3.811951828e+01
415,1100000000.000000,-3.850847244e+01
416,1102173913.043478,-3.849946976e+01
417,1104347826.086957,-3.842160797e+01
418,1106521739.130435,-3.806734467e+01
419,1108695652.173913,-3.783833694e+01
420,1110869565.217391,-3.728481293e+01
421,1113043478.260870,-3.616532516e+01
422,1115217391.304348,-3.549186325e+01
423,1117391304.347826,-3.463188171e+01
424,1119565217.391304,-3.371420288e+01
425,1121739130.434783,-3.275055313e+01
426,1123913043.478261,-3.198688889e+01
427,1126086956.521739,-3.119190598e+01
428,1128260869.565217,-3.069774628e+01
429,1130434782.608696,-3.010638428e+01
430,1132608695.652174,-2.957879639e+01
431,1134782608.695652,-2.900489044e+01
432,1136956521.739130,-2.848772812e+01
433,1139130434.782609,-2.782965851e+01
434,1141304347.826087,-2.708880234e+01
435,1143478260.869565,-2.638425827e+01
436,1145652173.913043,-2.556100464e+01
437,1147826086.956522,-2.497261047e+01
438,1150000000.000000,-2.424128723e+01
439,1152173913.043478,-2.377095795e+01
440,1154347826.086957,-2.339777756e+01
441,1156521739.130435,-2.310069656e+01
442,1158695652.173913,-2.280061722e+01
443,1160869565.217391,-2.260833740e+01
444,1163043478.260870,-2.247011185e+01
445,1165217391.304348,-2.252394485e+01
446,1167391304.347826,-2.263460541e+01
447,1169565217.391304,-2.278686523e+01
448,1171739130.434783,-2.301818085e+01
449,1173913043.478261,-2.313137054e+01
450,1176086956.521739,-2.332040787e+01
451,1178260869.565217,-2.347592545e+01
452,1180434782.608696,-2.352289200e+01
453,1182608695.652174,-2.358289719e+01
454,1184782608.695652,-2.370689774e+01
455,1186956521.739130,-2.389503860e+01
456,1189130434.782609,-2.392545700e+01
457,1191304347.826087,-2.395809174e+01
458,1193478260.869565,-2.402087784e+01
459,1195652173.913043,-2.402447128e+01
460,1197826086.956522,-2.407307053e+01
461,1200000000.000000,-2.407228088e+01
